iter	Passed	Remaining
847	4472	801
848	4477	796
849	4481	790
850	4486	785
851	4490	780
852	4497	774
853	4501	769
854	4505	764
855	4509	758
856	4514	753
857	4519	747
858	4522	742
859	4527	737
860	4531	731
861	4535	726
862	4539	720
863	4544	715
864	4548	709
865	4552	704
866	4557	699
867	4562	693
868	4566	688
869	4570	682
870	4574	677
871	4578	672
872	4583	666
873	4587	661
874	4594	656
875	4599	651
876	4603	645
877	4607	640
878	4611	634
879	4616	629
880	4620	624
881	4627	619
882	4631	613
883	4635	608
884	4641	603
885	4644	597
886	4649	592
887	4654	586
888	4659	581
889	4663	576
890	4667	571
891	4672	565
892	4675	560
893	4680	554
894	4684	549
895	4689	544
896	4693	538
897	4698	533
898	4702	528
899	4707	523
900	4712	517
901	4717	512
902	4724	507
903	4729	502
904	4733	496
905	4738	491
906	4742	486
907	4747	481
908	4753	475
909	4757	470
910	4761	465
911	4765	459
912	4771	454
913	4777	449
914	4781	444
915	4786	438
916	4790	433
917	4795	428
918	4800	423
919	4804	417
920	4809	412
921	4813	407
922	4820	402
923	4824	396
924	4828	391
925	4833	386
926	4837	380
927	4841	375
928	4845	370
929	4852	365
930	4857	359
931	4861	354
932	4865	349
933	4870	344
934	4874	338
935	4878	333
936	4887	328
937	4891	323
938	4895	318
939	4900	312
940	4904	307
941	4909	302
942	4914	297
943	4919	291
944	4923	286
945	4928	281
946	4932	276
947	4936	270
948	4941	265
949	4946	260
950	4950	255
951	4954	249
952	4958	244
953	4963	239
954	4968	234
955	4972	228
956	4980	223
957	4985	218
958	4989	213
959	4994	208
960	4998	202
961	5002	197
962	5007	192
963	5013	187
964	5017	181
965	5022	176
966	5028	171
967	5032	166
968	5038	161
969	5043	155
970	5048	150
971	5053	145
972	5058	140
973	5062	135
974	5067	129
975	5071	124
976	5078	119
977	5083	114
978	5087	109
979	5092	103
980	5096	98
981	5101	93
982	5106	88
983	5112	83
984	5117	77
985	5122	72
986	5126	67
987	5131	62
988	5135	57
989	5143	51
990	5147	46
991	5151	41
992	5156	36
993	5160	31
994	5165	25
995	5169	20
996	5175	15
997	5180	10
998	5185	5
999	5190	0
